Crop,Year,Season,State,Production,Annual_Rainfall,Yield
Moong(Green Gram),2019,Summer     ,Gujarat,45370,1067.8,1.031818182
Moth,2019,Kharif     ,Gujarat,5336,1067.8,0.453157895
Onion,2019,Rabi       ,Gujarat,1211977,1067.8,28.8925
Onion,2019,Summer     ,Gujarat,204332,1067.8,28.464
Other  Rabi pulses,2019,Rabi       ,Gujarat,26665,1067.8,0.799166667
Other Cereals,2019,Kharif     ,Gujarat,161,1067.8,0.554
Other Kharif pulses,2019,Kharif     ,Gujarat,1592,1067.8,0.613333333
Potato,2019,Whole Year ,Gujarat,3578238,1067.8,29.24857143
Ragi,2019,Kharif     ,Gujarat,10010,1067.8,0.83
Rapeseed &Mustard,2019,Rabi       ,Gujarat,333540,1067.8,1.873636364
Rice,2019,Kharif     ,Gujarat,1821136,1067.8,1.948571429
Rice,2019,Summer     ,Gujarat,161497,1067.8,2.848571429
Sesamum,2019,Kharif     ,Gujarat,56270,1067.8,0.507931034
Sesamum,2019,Summer     ,Gujarat,51278,1067.8,0.723076923
Small millets,2019,Rabi       ,Gujarat,13554,1067.8,1.628571429
Soyabean,2019,Kharif     ,Gujarat,132661,1067.8,1.314705882
Sugarcane,2019,Whole Year ,Gujarat,11569942,1067.8,70.57
Tobacco,2019,Kharif     ,Gujarat,94813,1067.8,1.93125
Tobacco,2019,Rabi       ,Gujarat,292868,1067.8,2.6325
Urad,2019,Kharif     ,Gujarat,52291,1067.8,0.700625
Urad,2019,Summer     ,Gujarat,21329,1067.8,1.580625
Wheat,2019,Rabi       ,Gujarat,4553681,1067.8,3.1434375
Arhar/Tur,2019,Kharif     ,Haryana,1404,351.8,1.122857143
Bajra,2019,Kharif     ,Haryana,1101500,351.8,2.225238095
Barley,2019,Rabi       ,Haryana,46600,351.8,3.988235294
Castor seed,2019,Kharif     ,Haryana,4454,351.8,0.765
Coriander,2019,Whole Year ,Haryana,6291,351.8,3.844736842
Cotton(lint),2019,Kharif     ,Haryana,2463000,351.8,3.106875
Garlic,2019,Whole Year ,Haryana,41622,351.8,11.068
Ginger,2019,Whole Year ,Haryana,623,351.8,10.345
Gram,2019,Rabi       ,Haryana,47090,351.8,1.168888889
Groundnut,2019,Kharif     ,Haryana,3089,351.8,1.037777778
Guar seed,2019,Kharif     ,Haryana,120845,351.8,0.88625
Horse-gram,2019,Kharif     ,Haryana,213,351.8,0.666666667
Jowar,2019,Kharif     ,Haryana,15770,351.8,0.639333333
Maize,2019,Kharif     ,Haryana,17290,351.8,3.085263158
Masoor,2019,Rabi       ,Haryana,604,351.8,0.9
Moong(Green Gram),2019,Kharif     ,Haryana,15894,351.8,0.5855
Moth,2019,Kharif     ,Haryana,76,351.8,0.208333333
Onion,2019,Whole Year ,Haryana,610443,351.8,24.54181818
Peas & beans (Pulses),2019,Kharif     ,Haryana,178280,351.8,13.10181818
Peas & beans (Pulses),2019,Rabi       ,Haryana,3957,351.8,1.18
Potato,2019,Whole Year ,Haryana,982400,351.8,25.395
Rapeseed &Mustard,2019,Rabi       ,Haryana,1142200,351.8,1.796818182
Rice,2019,Kharif     ,Haryana,5194600,351.8,3.048095238
Sesamum,2019,Kharif     ,Haryana,337,351.8,0.823333333
Sugarcane,2019,Whole Year ,Haryana,7730300,351.8,78.94444444
Sunflower,2019,Kharif     ,Haryana,16730,351.8,1.7625
Turmeric,2019,Whole Year ,Haryana,20304,351.8,12.75375
Urad,2019,Kharif     ,Haryana,136,351.8,0.538333333
Wheat,2019,Rabi       ,Haryana,11876900,351.8,4.618181818
other oilseeds,2019,Rabi       ,Haryana,7700,351.8,1.604
Arhar/Tur,2019,Kharif     ,Himachal Pradesh,50,1217.7,0.69
Bajra,2019,Kharif     ,Himachal Pradesh,109,1217.7,1.005
Barley,2019,Rabi       ,Himachal Pradesh,35413,1217.7,1.748181818
Coriander,2019,Rabi       ,Himachal Pradesh,66,1217.7,0.575
Cotton(lint),2019,Kharif     ,Himachal Pradesh,7,1217.7,0.47
Dry chillies,2019,Kharif     ,Himachal Pradesh,276,1217.7,0.484
Garlic,2019,Rabi       ,Himachal Pradesh,2575,1217.7,0.672
Ginger,2019,Kharif     ,Himachal Pradesh,10675,1217.7,3.946666667
Gram,2019,Rabi       ,Himachal Pradesh,421,1217.7,1.052222222
Groundnut,2019,Kharif     ,Himachal Pradesh,51,1217.7,1.0825
Horse-gram,2019,Kharif     ,Himachal Pradesh,1022,1217.7,0.613
Linseed,2019,Rabi       ,Himachal Pradesh,342,1217.7,0.415
Maize,2019,Kharif     ,Himachal Pradesh,744603,1217.7,2.630833333
Masoor,2019,Rabi       ,Himachal Pradesh,454,1217.7,0.908888889
Moong(Green Gram),2019,Kharif     ,Himachal Pradesh,90,1217.7,0.74875
Moth,2019,Kharif     ,Himachal Pradesh,22,1217.7,0.755
Onion,2019,Rabi       ,Himachal Pradesh,7050,1217.7,7.29
Other  Rabi pulses,2019,Rabi       ,Himachal Pradesh,36316,1217.7,4
Other Kharif pulses,2019,Kharif     ,Himachal Pradesh,6541,1217.7,0.925
Peas & beans (Pulses),2019,Rabi       ,Himachal Pradesh,5167,1217.7,2.062727273
Potato,2019,Kharif     ,Himachal Pradesh,24480,1217.7,7.22375
Potato,2019,Rabi       ,Himachal Pradesh,84443,1217.7,10.83
Ragi,2019,Kharif     ,Himachal Pradesh,2060,1217.7,1.0725
Rapeseed &Mustard,2019,Rabi       ,Himachal Pradesh,4911,1217.7,0.535454545
Rice,2019,Kharif     ,Himachal Pradesh,116879,1217.7,1.656363636
Sesamum,2019,Kharif     ,Himachal Pradesh,191,1217.7,0.481111111
Small millets,2019,Kharif     ,Himachal Pradesh,4802,1217.7,0.865833333
Soyabean,2019,Kharif     ,Himachal Pradesh,949,1217.7,1.63125
Sugarcane,2019,Whole Year ,Himachal Pradesh,36143,1217.7,16.91166667
Turmeric,2019,Kharif     ,Himachal Pradesh,197,1217.7,0.747777778
Urad,2019,Kharif     ,Himachal Pradesh,5155,1217.7,0.777272727
Wheat,2019,Rabi       ,Himachal Pradesh,619689,1217.7,1.7575
Arhar/Tur,2019,Kharif     ,Jharkhand,241565,1137.8,1.055416667
Bajra,2019,Kharif     ,Jharkhand,206,1137.8,0.604615385
Castor seed,2019,Kharif     ,Jharkhand,35,1137.8,0.525
Gram,2019,Rabi       ,Jharkhand,275506,1137.8,1.2225
Groundnut,2019,Kharif     ,Jharkhand,28782,1137.8,0.977916667
Horse-gram,2019,Kharif     ,Jharkhand,13618,1137.8,0.645238095
Jowar,2019,Kharif     ,Jharkhand,1351,1137.8,0.816470588
Linseed,2019,Rabi       ,Jharkhand,23093,1137.8,0.581666667
Maize,2019,Kharif     ,Jharkhand,494885,1137.8,2.047916667
Maize,2019,Rabi       ,Jharkhand,16043,1137.8,1.985238095
Masoor,2019,Rabi       ,Jharkhand,52920,1137.8,0.8275
Moong(Green Gram),2019,Kharif     ,Jharkhand,18556,1137.8,0.805652174
Niger seed,2019,Kharif     ,Jharkhand,1496,1137.8,0.481666667
Other  Rabi pulses,2019,Rabi       ,Jharkhand,14628,1137.8,0.714166667
Other Kharif pulses,2019,Kharif     ,Jharkhand,11694,1137.8,0.630526316
Peas & beans (Pulses),2019,Rabi       ,Jharkhand,74697,1137.8,1.232083333
Ragi,2019,Kharif     ,Jharkhand,12766,1137.8,0.879444444
Rapeseed &Mustard,2019,Rabi       ,Jharkhand,231354,1137.8,0.800833333
Rice,2019,Kharif     ,Jharkhand,3612589,1137.8,2.663333333
Safflower,2019,Rabi       ,Jharkhand,158,1137.8,0.484285714
Sesamum,2019,Kharif     ,Jharkhand,2224,1137.8,0.416842105
Soyabean,2019,Kharif     ,Jharkhand,1023,1137.8,0.850833333
Sunflower,2019,Kharif     ,Jharkhand,78,1137.8,0.738333333
Sunflower,2019,Rabi       ,Jharkhand,218,1137.8,0.65
Urad,2019,Kharif     ,Jharkhand,111657,1137.8,0.841666667
Wheat,2019,Rabi       ,Jharkhand,439401,1137.8,2.055
Arhar/Tur,2019,Kharif     ,Madhya Pradesh,274809,1446.7,0.886078431
Bajra,2019,Kharif     ,Madhya Pradesh,785624,1446.7,1.273404255
Banana,2019,Whole Year ,Madhya Pradesh,1847636,1446.7,47.165
Barley,2019,Rabi       ,Madhya Pradesh,63362,1446.7,2.414285714
Coriander,2019,Whole Year ,Madhya Pradesh,394760,1446.7,1.5634
Cotton(lint),2019,Kharif     ,Madhya Pradesh,838905,1446.7,0.826666667
Garlic,2019,Whole Year ,Madhya Pradesh,1869431,1446.7,10.3632
Ginger,2019,Whole Year ,Madhya Pradesh,438393,1446.7,15.64479167
Gram,2019,Rabi       ,Madhya Pradesh,3062879,1446.7,1.626923077
Groundnut,2019,Kharif     ,Madhya Pradesh,345171,1446.7,1.464897959
Groundnut,2019,Summer     ,Madhya Pradesh,6423,1446.7,1.290588235
Jowar,2019,Kharif     ,Madhya Pradesh,164973,1446.7,1.343
Jute,2019,Kharif     ,Madhya Pradesh,20,1446.7,4.5
Linseed,2019,Rabi       ,Madhya Pradesh,44667,1446.7,1.116530612
Maize,2019,Kharif     ,Madhya Pradesh,4369819,1446.7,1.999411765
Maize,2019,Summer     ,Madhya Pradesh,119761,1446.7,2.768387097
Masoor,2019,Rabi       ,Madhya Pradesh,294070,1446.7,0.689591837
Mesta,2019,Kharif     ,Madhya Pradesh,317,1446.7,0.415
Moong(Green Gram),2019,Kharif     ,Madhya Pradesh,14329,1446.7,0.358823529
Moong(Green Gram),2019,Summer     ,Madhya Pradesh,575804,1446.7,0.813673469
Niger seed,2019,Kharif     ,Madhya Pradesh,2070,1446.7,0.282222222
Onion,2019,Whole Year ,Madhya Pradesh,4270702,1446.7,23.21745098
Other  Rabi pulses,2019,Rabi       ,Madhya Pradesh,9612,1446.7,0.758636364
Peas & beans (Pulses),2019,Rabi       ,Madhya Pradesh,48837,1446.7,0.786862745
Potato,2019,Whole Year ,Madhya Pradesh,3408608,1446.7,21.80117647
Rapeseed &Mustard,2019,Rabi       ,Madhya Pradesh,1038355,1446.7,1.3
Rice,2019,Kharif     ,Madhya Pradesh,7268659,1446.7,1.858
Rice,2019,Summer     ,Madhya Pradesh,94770,1446.7,0.8775
Safflower,2019,Rabi       ,Madhya Pradesh,4,1446.7,0.54
Sesamum,2019,Kharif     ,Madhya Pradesh,126053,1446.7,0.5458
Small millets,2019,Kharif     ,Madhya Pradesh,73907,1446.7,0.5925
Soyabean,2019,Kharif     ,Madhya Pradesh,3856153,1446.7,0.678431373
Sugarcane,2019,Whole Year ,Madhya Pradesh,7414530,1446.7,39.05510204
Sweet potato,2019,Whole Year ,Madhya Pradesh,89432,1446.7,17.34657143
Turmeric,2019,Whole Year ,Madhya Pradesh,285338,1446.7,18.86708333
Urad,2019,Kharif     ,Madhya Pradesh,462639,1446.7,0.356470588
Urad,2019,Summer     ,Madhya Pradesh,40419,1446.7,0.696571429
Wheat,2019,Rabi       ,Madhya Pradesh,37507219,1446.7,3.519423077
Arhar/Tur,2019,Kharif     ,Maharashtra,1196801,1555.8,0.840967742
Bajra,2019,Kharif     ,Maharashtra,512321,1555.8,0.579545455
Cotton(lint),2019,Kharif     ,Maharashtra,6639185,1555.8,2.831428571
Gram,2019,Rabi       ,Maharashtra,2240091,1555.8,0.963030303
Groundnut,2019,Kharif     ,Maharashtra,191433,1555.8,0.680740741
Groundnut,2019,Summer     ,Maharashtra,117539,1555.8,1.765625
Jowar,2019,Kharif     ,Maharashtra,273081,1555.8,0.601481481
Jowar,2019,Rabi       ,Maharashtra,1591616,1555.8,0.932222222
Linseed,2019,Rabi       ,Maharashtra,1936,1555.8,0.313333333
Maize,2019,Kharif     ,Maharashtra,1051683,1555.8,1.363214286
Maize,2019,Rabi       ,Maharashtra,795312,1555.8,2.171333333
Maize,2019,Summer     ,Maharashtra,112994,1555.8,1.783913043
Moong(Green Gram),2019,Kharif     ,Maharashtra,150720,1555.8,0.406551724
Niger seed,2019,Kharif     ,Maharashtra,1626,1555.8,0.17
Other  Rabi pulses,2019,Rabi       ,Maharashtra,66053,1555.8,0.467241379
Other Cereals,2019,Kharif     ,Maharashtra,22030,1555.8,0.545714286
Other Cereals,2019,Rabi       ,Maharashtra,3748,1555.8,0.413809524
Other Cereals,2019,Summer     ,Maharashtra,77375,1555.8,1.175833333
Other Kharif pulses,2019,Kharif     ,Maharashtra,38650,1555.8,0.340689655
Other Summer Pulses,2019,Summer     ,Maharashtra,5526,1555.8,0.489473684
Ragi,2019,Kharif     ,Maharashtra,87270,1555.8,1.009411765
Rapeseed &Mustard,2019,Rabi       ,Maharashtra,3204,1555.8,0.323333333
Rice,2019,Kharif     ,Maharashtra,2701810,1555.8,1.256296296
Rice,2019,Summer     ,Maharashtra,195623,1555.8,2.660833333
Safflower,2019,Rabi       ,Maharashtra,14917,1555.8,0.541666667
Sesamum,2019,Kharif     ,Maharashtra,3617,1555.8,0.184137931
Sesamum,2019,Rabi       ,Maharashtra,589,1555.8,0.292666667
Sesamum,2019,Summer     ,Maharashtra,984,1555.8,0.187142857
Soyabean,2019,Kharif     ,Maharashtra,4825628,1555.8,1.153214286
Sugarcane,2019,Whole Year ,Maharashtra,69312919,1555.8,69.62148148
Sunflower,2019,Kharif     ,Maharashtra,6780,1555.8,0.346818182
Sunflower,2019,Rabi       ,Maharashtra,1843,1555.8,0.499333333
Sunflower,2019,Summer     ,Maharashtra,3511,1555.8,0.879
Tobacco,2019,Whole Year ,Maharashtra,828,1555.8,1.82
Urad,2019,Kharif     ,Maharashtra,151195,1555.8,0.45625
Wheat,2019,Rabi       ,Maharashtra,1793440,1555.8,1.564
other oilseeds,2019,Kharif     ,Maharashtra,3249,1555.8,0.271363636
other oilseeds,2019,Rabi       ,Maharashtra,3231,1555.8,0.379666667
other oilseeds,2019,Summer     ,Maharashtra,686,1555.8,0.3625
Arhar/Tur,2019,Kharif     ,Mizoram,325,2178.5,1.26
Arhar/Tur,2019,Rabi       ,Mizoram,44,2178.5,0.94
Cotton(lint),2019,Kharif     ,Mizoram,13,2178.5,0.58
Cowpea(Lobia),2019,Kharif     ,Mizoram,1469,2178.5,1.32625
Cowpea(Lobia),2019,Rabi       ,Mizoram,153,2178.5,1.532
Maize,2019,Kharif     ,Mizoram,10903,2178.5,1.77625
Maize,2019,Rabi       ,Mizoram,765,2178.5,1.645
Onion,2019,Rabi       ,Mizoram,34,2178.5,3.76
Other  Rabi pulses,2019,Rabi       ,Mizoram,2517,2178.5,1.392857143
Other Kharif pulses,2019,Kharif     ,Mizoram,999,2178.5,1.32
Potato,2019,Kharif     ,Mizoram,177,2178.5,4.245
Potato,2019,Rabi       ,Mizoram,357,2178.5,3.506666667
Rapeseed &Mustard,2019,Kharif     ,Mizoram,17,2178.5,0.84
Rapeseed &Mustard,2019,Rabi       ,Mizoram,411,2178.5,0.775
Rice,2019,Autumn     ,Mizoram,22904,2178.5,1.18875
Rice,2019,Kharif     ,Mizoram,36357,2178.5,2.2025
Rice,2019,Rabi       ,Mizoram,978,2178.5,2.135
Sesamum,2019,Kharif     ,Mizoram,529,2178.5,0.75
Soyabean,2019,Kharif     ,Mizoram,1827,2178.5,1.335
Sugarcane,2019,Whole Year ,Mizoram,46842,2178.5,30.28571429
Tapioca,2019,Kharif     ,Mizoram,846,2178.5,6.4525
Tobacco,2019,Kharif     ,Mizoram,460,2178.5,1.285
other oilseeds,2019,Kharif     ,Mizoram,4599,2178.5,0.114285714
Arhar/Tur,2019,Kharif     ,Nagaland,2920,1593,0.907272727
Bajra,2019,Kharif     ,Nagaland,720,1593,0.995454545
Barley,2019,Rabi       ,Nagaland,580,1593,1.033636364
Castor seed,2019,Kharif     ,Nagaland,240,1593,0.605555556
Cotton(lint),2019,Kharif     ,Nagaland,4,1593,0.615
Cowpea(Lobia),2019,Kharif     ,Nagaland,830,1593,1.483333333
Ginger,2019,Kharif     ,Nagaland,36780,1593,9.150909091
Gram,2019,Rabi       ,Nagaland,640,1593,0.834545455
Groundnut,2019,Kharif     ,Nagaland,1100,1593,1.045454545
Horse-gram,2019,Kharif     ,Nagaland,580,1593,1.041818182
Jowar,2019,Kharif     ,Nagaland,270,1593,0.966
Jute,2019,Kharif     ,Nagaland,5870,1593,1.9025
Linseed,2019,Rabi       ,Nagaland,4770,1593,0.811818182
Maize,2019,Kharif     ,Nagaland,126460,1593,1.982727273
Maize,2019,Rabi       ,Nagaland,10700,1593,1.983333333
Masoor,2019,Rabi       ,Nagaland,1820,1593,0.825555556
Mesta,2019,Kharif     ,Nagaland,2160,1593,1.093636364
Moong(Green Gram),2019,Kharif     ,Nagaland,500,1593,1.026666667
Other  Rabi pulses,2019,Rabi       ,Nagaland,13810,1593,1.281111111
Other Cereals,2019,Kharif     ,Nagaland,1330,1593,1.041111111
Other Cereals,2019,Rabi       ,Nagaland,460,1593,1.011818182
Other Kharif pulses,2019,Kharif     ,Nagaland,13830,1593,1.209
Peas & beans (Pulses),2019,Kharif     ,Nagaland,3140,1593,1.362
Peas & beans (Pulses),2019,Rabi       ,Nagaland,8030,1593,1.100909091
Potato,2019,Rabi       ,Nagaland,75460,1593,9.997272727
Ragi,2019,Kharif     ,Nagaland,340,1593,0.982857143
Rapeseed &Mustard,2019,Rabi       ,Nagaland,27820,1593,1.011818182
Rice,2019,Kharif     ,Nagaland,528920,1593,2.459090909
Rice,2019,Rabi       ,Nagaland,16050,1593,2.83
Sesamum,2019,Kharif     ,Nagaland,2290,1593,0.613636364
Small millets,2019,Kharif     ,Nagaland,9980,1593,1.169
Soyabean,2019,Kharif     ,Nagaland,31770,1593,1.254545455
Sugarcane,2019,Kharif     ,Nagaland,193620,1593,43.47545455
Sunflower,2019,Kharif     ,Nagaland,320,1593,0.898333333
Sunflower,2019,Rabi       ,Nagaland,1450,1593,0.614
Sweet potato,2019,Kharif     ,Nagaland,16010,1593,8.515454545
Tapioca,2019,Kharif     ,Nagaland,55720,1593,20.26272727
Urad,2019,Rabi       ,Nagaland,680,1593,0.810909091
Wheat,2019,Rabi       ,Nagaland,6280,1593,1.831111111
other oilseeds,2019,Kharif     ,Nagaland,1540,1593,0.603333333
Arhar/Tur,2019,Kharif     ,Odisha,144580,1593.9,0.973461538
Bajra,2019,Kharif     ,Odisha,1160,1593.9,0.678
Castor seed,2019,Kharif     ,Odisha,2910,1593.9,0.909
Castor seed,2019,Rabi       ,Odisha,1510,1593.9,0.701538462
Coriander,2019,Rabi       ,Odisha,13140,1593.9,0.614666667
Cotton(lint),2019,Kharif     ,Odisha,578500,1593.9,3.399166667
Cowpea(Lobia),2019,Kharif     ,Odisha,30010,1593.9,0.730666667
Cowpea(Lobia),2019,Rabi       ,Odisha,20670,1593.9,0.7432
Dry chillies,2019,Kharif     ,Odisha,23360,1593.9,0.938666667
Dry chillies,2019,Rabi       ,Odisha,65410,1593.9,1.374
Garlic,2019,Rabi       ,Odisha,49530,1593.9,4.251428571
Ginger,2019,Kharif     ,Odisha,228840,1593.9,13.45275862
Gram,2019,Rabi       ,Odisha,21670,1593.9,0.799285714
Groundnut,2019,Autumn     ,Odisha,11486,1593.9,1.357894737
Groundnut,2019,Summer     ,Odisha,41013,1593.9,1.848076923
Groundnut,2019,Winter     ,Odisha,2262,1593.9,1.509090909
Horse-gram,2019,Summer     ,Odisha,23,1593.9,0.63
Horse-gram,2019,Winter     ,Odisha,8999,1593.9,0.400344828
Jowar,2019,Kharif     ,Odisha,3680,1593.9,0.648
Jute,2019,Autumn     ,Odisha,319,1593.9,1.94
Linseed,2019,Rabi       ,Odisha,5040,1593.9,0.519230769
Maize,2019,Autumn     ,Odisha,175675,1593.9,2.048181818
Maize,2019,Summer     ,Odisha,13113,1593.9,2.243
Maize,2019,Winter     ,Odisha,226,1593.9,2.48125
Masoor,2019,Rabi       ,Odisha,4940,1593.9,0.535714286
Mesta,2019,Kharif     ,Odisha,23420,1593.9,4.85
Moong(Green Gram),2019,Autumn     ,Odisha,3144,1593.9,0.370909091
Moong(Green Gram),2019,Summer     ,Odisha,57566,1593.9,0.431538462
Moong(Green Gram),2019,Winter     ,Odisha,20003,1593.9,0.386818182
Niger seed,2019,Winter     ,Odisha,5699,1593.9,0.287
Onion,2019,Rabi       ,Odisha,437140,1593.9,12.21413793
Other  Rabi pulses,2019,Rabi       ,Odisha,37960,1593.9,0.465909091
Other Kharif pulses,2019,Kharif     ,Odisha,36040,1593.9,0.44
Peas & beans (Pulses),2019,Rabi       ,Odisha,25620,1593.9,0.77
Potato,2019,Winter     ,Odisha,46961,1593.9,11.34730769
Ragi,2019,Autumn     ,Odisha,7154,1593.9,0.620833333
Ragi,2019,Summer     ,Odisha,288,1593.9,0.613333333
Ragi,2019,Winter     ,Odisha,18778,1593.9,0.5725
Rapeseed &Mustard,2019,Winter     ,Odisha,2039,1593.9,0.263333333
Rice,2019,Autumn     ,Odisha,769480,1593.9,1.8825
Rice,2019,Summer     ,Odisha,932910,1593.9,2.796896552
Rice,2019,Winter     ,Odisha,8052660,1593.9,2.564666667
Safflower,2019,Rabi       ,Odisha,180,1593.9,0.623333333
Sannhamp,2019,Kharif     ,Odisha,25590,1593.9,4.954
Sesamum,2019,Autumn     ,Odisha,594,1593.9,0.428333333
Sesamum,2019,Summer     ,Odisha,570,1593.9,0.293333333
Sesamum,2019,Winter     ,Odisha,2914,1593.9,0.2275
Small millets,2019,Kharif     ,Odisha,16990,1593.9,0.498125
Sugarcane,2019,Winter     ,Odisha,504870,1593.9,56.56238095
Sunflower,2019,Kharif     ,Odisha,470,1593.9,0.8275
Sunflower,2019,Rabi       ,Odisha,20480,1593.9,1.288333333
Sweet potato,2019,Kharif     ,Odisha,350740,1593.9,9.507666667
Sweet potato,2019,Rabi       ,Odisha,59200,1593.9,8.970909091
Tobacco,2019,Rabi       ,Odisha,90,1593.9,0.69
Turmeric,2019,Kharif     ,Odisha,60000,1593.9,2.274482759
Urad,2019,Autumn     ,Odisha,2986,1593.9,0.318181818
Urad,2019,Summer     ,Odisha,3212,1593.9,0.409090909
Urad,2019,Winter     ,Odisha,15020,1593.9,0.373076923
Wheat,2019,Summer     ,Odisha,164,1593.9,1.495
Arhar/Tur,2019,Kharif     ,Punjab,2200,653.2,1.118571429
Bajra,2019,Kharif     ,Punjab,300,653.2,0.585
Barley,2019,Rabi       ,Punjab,23400,653.2,3.646666667
Cotton(lint),2019,Kharif     ,Punjab,1206400,653.2,4.764444444
Gram,2019,Rabi       ,Punjab,1800,653.2,1.17
Groundnut,2019,Kharif     ,Punjab,2800,653.2,2
Guar seed,2019,Kharif     ,Punjab,13800,653.2,0.8975
Maize,2019,Kharif     ,Punjab,410500,653.2,3.539444444
Masoor,2019,Rabi       ,Punjab,400,653.2,0.5
Moong(Green Gram),2019,Kharif     ,Punjab,2300,653.2,0.836666667
Moong(Green Gram),2019,Rabi       ,Punjab,19500,653.2,0.915714286
Peas & beans (Pulses),2019,Rabi       ,Punjab,1600,653.2,1.008571429
Rapeseed &Mustard,2019,Rabi       ,Punjab,42600,653.2,1.51
Rice,2019,Kharif     ,Punjab,12675000,653.2,3.930909091
Sesamum,2019,Kharif     ,Punjab,1000,653.2,0.39875
Sugarcane,2019,Whole Year ,Punjab,7302000,653.2,81.60705882
Sunflower,2019,Rabi       ,Punjab,8000,653.2,1.872
Urad,2019,Kharif     ,Punjab,1200,653.2,0.818
Wheat,2019,Rabi       ,Punjab,17619000,653.2,4.892272727
other oilseeds,2019,Rabi       ,Punjab,3300,653.2,1.39
Arhar/Tur,2019,Kharif     ,Telangana,265906,1031.7,1.5628125
Arhar/Tur,2019,Rabi       ,Telangana,230,1031.7,0.775833333
Bajra,2019,Kharif     ,Telangana,1007,1031.7,1.1275
Bajra,2019,Rabi       ,Telangana,9509,1031.7,1.005833333
Banana,2019,Kharif     ,Telangana,98707,1031.7,59.12423077
Cashewnut,2019,Kharif     ,Telangana,465,1031.7,0.306666667
Castor seed,2019,Kharif     ,Telangana,33945,1031.7,1.277222222
Castor seed,2019,Rabi       ,Telangana,3313,1031.7,1.235714286
Coriander,2019,Kharif     ,Telangana,45,1031.7,0.97875
Coriander,2019,Rabi       ,Telangana,542,1031.7,1.016
Cotton(lint),2019,Kharif     ,Telangana,6833175,1031.7,3.2490625
Cowpea(Lobia),2019,Kharif     ,Telangana,552,1031.7,0.7692
Cowpea(Lobia),2019,Rabi       ,Telangana,2311,1031.7,0.965172414
Dry chillies,2019,Kharif     ,Telangana,386314,1031.7,5.056451613
Dry chillies,2019,Rabi       ,Telangana,50064,1031.7,5.682608696
Garlic,2019,Rabi       ,Telangana,108,1031.7,4.578333333
Ginger,2019,Kharif     ,Telangana,15903,1031.7,6.696
Gram,2019,Rabi       ,Telangana,199000,1031.7,1.475333333
Groundnut,2019,Kharif     ,Telangana,33907,1031.7,2.6504
Groundnut,2019,Rabi       ,Telangana,231466,1031.7,2.293870968
Horse-gram,2019,Kharif     ,Telangana,371,1031.7,0.818333333
Horse-gram,2019,Rabi       ,Telangana,539,1031.7,0.870526316
Jowar,2019,Kharif     ,Telangana,67628,1031.7,1.164482759
Jowar,2019,Rabi       ,Telangana,66128,1031.7,1.984814815
Maize,2019,Kharif     ,Telangana,1893085,1031.7,5.12125
Maize,2019,Rabi       ,Telangana,1750601,1031.7,6.5721875
Moong(Green Gram),2019,Kharif     ,Telangana,47192,1031.7,0.750967742
Moong(Green Gram),2019,Rabi       ,Telangana,5598,1031.7,0.953214286
Onion,2019,Kharif     ,Telangana,53176,1031.7,21.95478261
Onion,2019,Rabi       ,Telangana,172149,1031.7,32.85966667
Potato,2019,Kharif     ,Telangana,0,1031.7,0
Potato,2019,Rabi       ,Telangana,12455,1031.7,12.98
Ragi,2019,Kharif     ,Telangana,2355,1031.7,1.644285714
Ragi,2019,Rabi       ,Telangana,417,1031.7,1.572857143
Rice,2019,Kharif     ,Telangana,5985349,1031.7,3.575625
Rice,2019,Rabi       ,Telangana,5900447,1031.7,3.610625
Safflower,2019,Kharif     ,Telangana,0,1031.7,0
Safflower,2019,Rabi       ,Telangana,1750,1031.7,1.106363636
Sesamum,2019,Kharif     ,Telangana,72,1031.7,0.095
Sesamum,2019,Rabi       ,Telangana,12579,1031.7,0.653
Small millets,2019,Kharif     ,Telangana,1579,1031.7,1.692
Small millets,2019,Rabi       ,Telangana,106,1031.7,1.825
Soyabean,2019,Kharif     ,Telangana,311224,1031.7,1.791176471
Sugarcane,2019,Kharif     ,Telangana,2021771,1031.7,84.7273913
Sunflower,2019,Kharif     ,Telangana,141,1031.7,2.268
Sunflower,2019,Rabi       ,Telangana,9969,1031.7,2.166153846
Sweet potato,2019,Kharif     ,Telangana,235,1031.7,15.76666667
Sweet potato,2019,Rabi       ,Telangana,1693,1031.7,15.6875
Tobacco,2019,Kharif     ,Telangana,4173,1031.7,3.01
Tobacco,2019,Rabi       ,Telangana,4962,1031.7,3.037777778
Turmeric,2019,Kharif     ,Telangana,386596,1031.7,7.013181818
Urad,2019,Kharif     ,Telangana,13805,1031.7,0.931481481
Urad,2019,Rabi       ,Telangana,12269,1031.7,1.787692308
Wheat,2019,Kharif     ,Telangana,0,1031.7,0
Wheat,2019,Rabi       ,Telangana,8237,1031.7,1.798461538
Arhar/Tur,2019,Kharif     ,Tripura,3873,2252.8,0.78875
Cotton(lint),2019,Kharif     ,Tripura,1138,2252.8,1.3975
Cowpea(Lobia),2019,Kharif     ,Tripura,3178,2252.8,0.77625
Gram,2019,Rabi       ,Tripura,181,2252.8,0.62
Groundnut,2019,Kharif     ,Tripura,1615,2252.8,1.345
Groundnut,2019,Rabi       ,Tripura,1749,2252.8,1.48875
Jowar,2019,Kharif     ,Tripura,451,2252.8,0.817142857
Jowar,2019,Rabi       ,Tripura,269,2252.8,0.8275
Jute,2019,Kharif     ,Tripura,5731,2252.8,9.0875
